,Unnamed: 0,Title,SKU,Medium,Subject,Publication,url,File
362,362,master-of-tradition-revolution-sparrows-1,1612,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrows-1.jpg,images/master-of-tradition-revolution-sparrows-1.jpg
363,363,master-of-tradition-revolution-sparrows-2,1620,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrows-2.jpg,images/master-of-tradition-revolution-sparrows-2.jpg
364,364,chen-wen-hsi-sparrows-3,1367,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-3.jpg,images/chen-wen-hsi-sparrows-3.jpg
365,365,chen-wen-hsi-sparrows-4,1395,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-4.jpg,images/chen-wen-hsi-sparrows-4.jpg
366,366,chen-wen-hsi-sparrows-5,1419,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-5.jpg,images/chen-wen-hsi-sparrows-5.jpg
367,367,chen-wen-hsi-sparrows-6,1423,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-6.jpg,images/chen-wen-hsi-sparrows-6.jpg
368,368,chen-wen-hsi-sparrows-8,1485,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-8.jpg,images/chen-wen-hsi-sparrows-8.jpg
369,369,chen-wen-hsi-sparrows-9,1489,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-9.jpg,images/chen-wen-hsi-sparrows-9.jpg
370,370,chen-wen-hsi-sparrows-11,1497,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-11.jpg,images/chen-wen-hsi-sparrows-11.jpg
371,371,chen-wen-hsi-sparrows-12,1509,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-12.jpg,images/chen-wen-hsi-sparrows-12.jpg
372,372,chen-wen-hsi-sparrows-13,1517,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-sparrows-13.jpg,images/chen-wen-hsi-sparrows-13.jpg
373,373,master-of-tradition-revolution-sparrows,1591,Chinese Ink on Paper,Bamboo,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrows.jpg,images/master-of-tradition-revolution-sparrows.jpg
374,374,master-of-tradition-revolution-sparrow,1593,Chinese Ink on Paper,Bamboo,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrow.jpg,images/master-of-tradition-revolution-sparrow.jpg
375,375,master-of-tradition-revolution-sparrows-3,1631,Chinese Ink on Paper,Sparrow,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-sparrows-3.jpg,images/master-of-tradition-revolution-sparrows-3.jpg
376,376,spring-by-ducks,710,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/spring-by-ducks.jpg,images/spring-by-ducks.jpg
377,377,spring-squirrels,477,Chinese Ink on Paper,Squirrel,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/spring-squirrels.jpg,images/spring-squirrels.jpg
378,378,chen-wen-hsi-squirrel-2,1302,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrel-2.jpg,images/chen-wen-hsi-squirrel-2.jpg
379,379,squirrels-chen-wen-hsi,517,Chinese Ink on Paper,Squirrel,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/squirrels-chen-wen-hsi.jpg,images/squirrels-chen-wen-hsi.jpg
380,380,squirrels-chenwenhsi,1046,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/squirrels-chenwenhsi.jpg,images/squirrels-chenwenhsi.jpg
381,381,master-of-tradition-revolution-squirrels,1565,Chinese Ink on Paper,Squirrel,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-squirrels.jpg,images/master-of-tradition-revolution-squirrels.jpg
382,382,master-of-tradition-revolution-squirrels-1,1569,Chinese Ink on Paper,Squirrel,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-squirrels-1.jpg,images/master-of-tradition-revolution-squirrels-1.jpg
383,383,chen-wen-hsi-squirrel-4,1330,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrel-4.jpg,images/chen-wen-hsi-squirrel-4.jpg
384,384,chen-wen-hsi-squirrels-1,1338,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrels-1.jpg,images/chen-wen-hsi-squirrels-1.jpg
385,385,master-of-tradition-revolution-squirrels-2,1600,Chinese Ink on Paper,Squirrel,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-squirrels-2.jpg,images/master-of-tradition-revolution-squirrels-2.jpg
386,386,chen-wen-hsi-squirrels,1095,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-squirrels.jpg,images/chen-wen-hsi-squirrels.jpg
387,387,master-of-tradition-revolution-squirrels-3,1621,Chinese Ink on Paper,Squirrel,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-squirrels-3.jpg,images/master-of-tradition-revolution-squirrels-3.jpg
388,388,squirrels-at-dawn,1099,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/squirrels-at-dawn.jpg,images/squirrels-at-dawn.jpg
389,389,chen-wen-hsi-squirrels-2,1353,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-squirrels-2.jpg,images/chen-wen-hsi-squirrels-2.jpg
390,390,squirrels-snow,682,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/squirrels-snow.jpg,images/squirrels-snow.jpg
391,391,squirrels-rocks,696,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/squirrels-rocks.jpg,images/squirrels-rocks.jpg
392,392,standing-crane-finger,670,Chinese Ink on Paper,Crane,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/standing-crane-finger.jpg,images/standing-crane-finger.jpg
393,393,master-of-tradition-revolution-fruits,1581,Chinese Ink on Paper,Fruits,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-fruits.jpg,images/master-of-tradition-revolution-fruits.jpg
394,394,storks-chen-wen-hsi,519,Chinese Ink on Paper,Stork,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/storks-chen-wen-hsi.jpg,images/storks-chen-wen-hsi.jpg
395,395,storks-chen-wen-hsi-2,529,Chinese Ink on Paper,Stork,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/storks-chen-wen-hsi-2.jpg,images/storks-chen-wen-hsi-2.jpg
396,396,storks-at-beac,708,Chinese Ink on Paper,Stork,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/storks-at-beac.jpg,images/storks-at-beac.jpg
397,397,straighten-up-cwh,544,Chinese Ink on Paper,Crane,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/straighten-up-cwh.jpg,images/straighten-up-cwh.jpg
398,398,sunflower-fowl-chenwenhsi,1075,Chinese Ink on Paper,Chicken,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/sunflower-fowl-chenwenhsi.jpg,images/sunflower-fowl-chenwenhsi.jpg
399,399,sunset-sails,502,Chinese Ink on Paper,Landscape,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/sunset-sails.jpg,images/sunset-sails.jpg
400,400,swallow-returns,564,Chinese Ink on Paper,Swallow,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/swallow-returns.jpg,images/swallow-returns.jpg
401,401,chen-wen-hsi-catfish-1,1296,Chinese Ink on Paper,Catfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-catfish-1.jpg,images/chen-wen-hsi-catfish-1.jpg
402,402,chen-wen-hsi-angelfish,1292,Chinese Ink on Paper,Angelfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-angelfish.jpg,images/chen-wen-hsi-angelfish.jpg
403,403,swimming-fish,1050,Chinese Ink on Paper,Angelfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/swimming-fish.jpg,images/swimming-fish.jpg
404,404,chen-wen-hsi-goldfish,1355,Chinese Ink on Paper,Goldfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-goldfish.jpg,images/chen-wen-hsi-goldfish.jpg
405,405,chen-wen-hsi-goldfish-1,1363,Chinese Ink on Paper,Goldfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-goldfish-1.jpg,images/chen-wen-hsi-goldfish-1.jpg
406,406,chen-wen-hsi-swimming-fish,1223,Chinese Ink on Paper,Goldfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-swimming-fish.jpg,images/chen-wen-hsi-swimming-fish.jpg
407,407,chen-wen-hsi-catfish-2,1529,Chinese Ink on Paper,Catfish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-catfish-2.jpg,images/chen-wen-hsi-catfish-2.jpg
408,408,master-of-tradition-revolution-gibbons,1575,Chinese Ink on Paper,Gibbon,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-gibbons.jpg,images/master-of-tradition-revolution-gibbons.jpg
409,409,chen-wen-hsi-021,1000,Charcoal Pastel on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-021.jpg,images/chen-wen-hsi-021.jpg
410,410,taste-cwh,680,Chinese Ink on Paper,Sparrow,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/taste-cwh.jpg,images/taste-cwh.jpg
411,411,master-of-tradition-revolution-temple,1587,Chinese Ink on Paper,Temple,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-temple.jpg,images/master-of-tradition-revolution-temple.jpg
412,412,the-beauty-contest,980,Mixed Media on Paper,Portrait,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/the-beauty-contest.jpg,images/the-beauty-contest.jpg
413,413,calls-of-gibbons,702,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/calls-of-gibbons.jpg,images/calls-of-gibbons.jpg
414,414,the-frogs,690,Chinese Ink on Paper,Frog,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/the-frogs.jpg,images/the-frogs.jpg
415,415,kingfisher-lotus,688,Chinese Ink on Paper,Kingfisher,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/kingfisher-lotus.jpg,images/kingfisher-lotus.jpg
416,416,the-moon-rises-1968,451,Oil on Canvas,Abstract,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/the-moon-rises-1968.jpg,images/the-moon-rises-1968.jpg
417,417,chen-wen-hsi-014,986,Oil on Canvas,Abstract,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-014.jpg,images/chen-wen-hsi-014.jpg
418,418,mountain-is-green,461,Mixed Media on Paper,Landscape,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/mountain-is-green.jpg,images/mountain-is-green.jpg
419,419,mountain-is-young,740,Chinese Ink on Paper,Landscape,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/mountain-is-young.jpg,images/mountain-is-young.jpg
420,420,the-squirrels,742,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/the-squirrels.jpg,images/the-squirrels.jpg
421,421,three-chicken,658,Chinese Ink on Paper,Calligraphy,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/three-chicken.jpg,images/three-chicken.jpg
422,422,master-of-tradition-revolution-cranes,1567,Chinese Ink on Paper,Crane,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-cranes.jpg,images/master-of-tradition-revolution-cranes.jpg
423,423,master-of-tradition-revolution-timber,1583,Chinese Ink on Paper,Village / Kampong,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-timber.jpg,images/master-of-tradition-revolution-timber.jpg
424,424,the-bazaar-chen-wen-hsi,994,Mixed Media on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/the-bazaar-chen-wen-hsi.jpg,images/the-bazaar-chen-wen-hsi.jpg
425,425,tree-branches,554,Chinese Ink on Paper,Abstract,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/tree-branches.jpg,images/tree-branches.jpg
426,426,turtle-dove-blossoms,652,Chinese Ink on Paper,Dove,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/turtle-dove-blossoms.jpg,images/turtle-dove-blossoms.jpg
427,427,chen-wen-hsi-twin-carp,1385,Chinese Ink on Paper,Koi Fish,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-twin-carp.jpg,images/chen-wen-hsi-twin-carp.jpg
428,428,chen-wen-hsi-twin-gibbons,1184,Chinese Ink on Paper,Gibbon,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-twin-gibbons.jpg,images/chen-wen-hsi-twin-gibbons.jpg
429,429,master-of-tradition-revolution-two-ducks,1571,Chinese Ink on Paper,Duck,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-two-ducks.jpg,images/master-of-tradition-revolution-two-ducks.jpg
430,430,master-of-tradition-revolution-two-gibbons,1614,Chinese Ink on Paper,Gibbon,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-two-gibbons.jpg,images/master-of-tradition-revolution-two-gibbons.jpg
431,431,chen-wen-hsi-ducks,1154,Chinese Ink on Paper,Duck,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2018/01/chen-wen-hsi-ducks.jpg,images/chen-wen-hsi-ducks.jpg
432,432,untitled-cwh,552,Chinese Ink on Paper,Abstract,"
A Dialogue With Tradition",https://chenwenhsi.com/wp-content/uploads/2017/08/untitled-cwh.jpg,images/untitled-cwh.jpg
433,433,chen-wen-hsi-020,998,Mixed Media on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-020.jpg,images/chen-wen-hsi-020.jpg
434,434,view-chen-wen-hsi,976,Oil on Canvas,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/view-chen-wen-hsi.jpg,images/view-chen-wen-hsi.jpg
435,435,master-of-tradition-revolution-village-and-bridge,1645,Chinese Ink on Paper,Village / Kampong,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-village-and-bridge.jpg,images/master-of-tradition-revolution-village-and-bridge.jpg
436,436,chen-wen-hsi-007,974,Oil on Canvas,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-007.jpg,images/chen-wen-hsi-007.jpg
437,437,master-of-tradition-revolution-fowl,1655,Chinese Ink on Paper,Fowls,"
Master of Tradition & Revolution",https://chenwenhsi.com/wp-content/uploads/2018/01/master-of-tradition-revolution-fowl.jpg,images/master-of-tradition-revolution-fowl.jpg
438,438,wild-geese,722,Chinese Ink on Paper,Geese,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/wild-geese.jpg,images/wild-geese.jpg
439,439,winter-rice,728,Chinese Ink on Paper,Heron,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/winter-rice.jpg,images/winter-rice.jpg
440,440,wisteria-squirrel,646,Chinese Ink on Paper,Squirrel,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/08/wisteria-squirrel.jpg,images/wisteria-squirrel.jpg
441,441,chen-wen-hsi-022,1002,Mixed Media on Paper,Village / Kampong,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/chen-wen-hsi-022.jpg,images/chen-wen-hsi-022.jpg
442,442,wooden-house-1976,457,Oil on Canvas,Village / Kampong,"
Chen Wen Hsi Retrospective 1982",https://chenwenhsi.com/wp-content/uploads/2017/08/wooden-house-1976.jpg,images/wooden-house-1976.jpg
443,443,portait-chen-wen-hsi,972,Oil on Canvas,Portrait,"
Paintings by Chen Wen Hsi",https://chenwenhsi.com/wp-content/uploads/2017/09/portait-chen-wen-hsi.jpg,images/portait-chen-wen-hsi.jpg
